Codigo;Bodega;Mes;Stock_Unid
CJBAME-00057;Almacen Punto de Venta 2;2023-01-01;-13
CJBAME-00057;Almacen Punto de Ventas 1;2020-12-01;-57
CJBAME-00058;Almacen Punto de Venta 2;2021-01-01;-28
CJBAME-00058;Almacen Punto de Ventas 1;2023-08-01;-52
CJBAME-00058;Almacen Punto de Ventas 1;2024-06-01;-24
CJBAME-00059;Almacen Central;2021-04-01;86
CJBAME-00059;Almacen Punto de Venta 2;2020-01-01;-51
CJBAME-00059;Almacen Punto de Ventas 1;2020-12-01;19
CJBAME-00059;Almacen Punto de Ventas 1;2021-12-01;52
CJBAME-00059;Almacen Punto de Ventas 1;2022-08-01;23
CJBAME-00059;Almacen Punto de Ventas 1;2023-11-01;-71
CJBAME-00059;Almacen Punto de Ventas 1;2025-11-01;-7
CJBAME-00060;Almacen Punto de Venta 2;2022-04-01;19
CJBAME-00060;Almacen Punto de Venta 2;2024-05-01;-37
CJBAME-00060;Almacen Punto de Ventas 1;2023-05-01;-10
CJBAME-00061;Almacen Central;2020-07-01;-25
CJBAME-00061;Almacen Punto de Venta 2;2025-08-01;-18
CJBAME-00061;Almacen Punto de Ventas 1;2021-01-01;38
CJBAME-00062;Almacen Central;2021-05-01;-37
CJBAME-00062;Almacen Central;2021-06-01;-32
CJBAME-00062;Almacen Central;2025-08-01;-4
CJBAME-00062;Almacen Punto de Venta 2;2023-01-01;-37
CJBAME-00062;Almacen Punto de Ventas 1;2023-12-01;5
CJBAME-00062;Almacen Punto de Ventas 1;2024-03-01;74
CJBAME-00063;Almacen Central;2020-08-01;-49
CJBAME-00063;Almacen Central;2021-09-01;10
CJBAME-00063;Almacen Central;2022-04-01;55
CJBAME-00063;Almacen Central;2023-01-01;-88
CJBAME-00063;Almacen Punto de Venta 2;2021-03-01;26
CJBAME-00063;Almacen Punto de Ventas 1;2025-12-01;88
CJBAME-00064;Almacen Punto de Venta 2;2021-10-01;12
CJBAME-00066;Almacen Central;2024-08-01;-73
CJBAME-00066;Almacen Punto de Venta 2;2024-04-01;-27
CJBAME-00067;Almacen Central;2025-10-01;81
CJBAME-00067;Almacen Punto de Venta 2;2021-02-01;37
CJBAME-00067;Almacen Punto de Ventas 1;2021-09-01;85
CJBAME-00068;Almacen Central;2024-07-01;-62
CJBAME-00068;Almacen Punto de Venta 2;2025-01-01;-38
CJBAME-00068;Almacen Punto de Ventas 1;2021-01-01;-2
CJBAME-00068;Almacen Punto de Ventas 1;2024-01-01;-37
CJBAME-00068;Almacen Punto de Ventas 1;2025-11-01;58
CJBAME-00069;Almacen Central;2020-04-01;-32
CJBAME-00069;Almacen Central;2020-09-01;-89
CJBAME-00069;Almacen Central;2022-10-01;75
CJBAME-00069;Almacen Punto de Venta 2;2021-01-01;-7
CJBAME-00069;Almacen Punto de Venta 2;2025-04-01;-43
CJBAME-00069;Almacen Punto de Ventas 1;2020-07-01;8
CJBAME-00070;Almacen Punto de Ventas 1;2021-04-01;-5
CJBAME-00071;Almacen Central;2022-03-01;-78
CJBAME-00071;Almacen Central;2023-09-01;-26
CJBAME-00071;Almacen Punto de Venta 2;2022-06-01;-91
CJBAME-00071;Almacen Punto de Venta 2;2023-10-01;-13
CJBAME-00071;Almacen Punto de Ventas 1;2023-11-01;-12
CJBAME-00072;Almacen Punto de Venta 2;2024-05-01;-82
CJBAME-00072;Almacen Punto de Venta 2;2025-12-01;-60
CJBAME-00072;Almacen Punto de Ventas 1;2025-06-01;-4
CJBAME-00073;Almacen Punto de Venta 2;2025-06-01;-65
CJBAME-00073;Almacen Punto de Ventas 1;2021-04-01;10
CJBAME-00073;Almacen Punto de Ventas 1;2022-11-01;-56
CJBAME-00073;Almacen Punto de Ventas 1;2023-04-01;-7
CJBAME-00073;Almacen Punto de Ventas 1;2023-08-01;12
CJBAME-00074;Almacen Central;2020-05-01;-12
CJBAME-00074;Almacen Central;2020-07-01;-98
CJBAME-00074;Almacen Punto de Venta 2;2022-02-01;72
CJBAME-00075;Almacen Central;2023-06-01;-62
CJBAME-00076;Almacen Punto de Venta 2;2021-02-01;-23
CJBAME-00076;Almacen Punto de Venta 2;2021-05-01;-28
CJBAME-00076;Almacen Punto de Venta 2;2023-11-01;-14
CJBAME-00076;Almacen Punto de Venta 2;2025-12-01;15
CJBAME-00076;Almacen Punto de Ventas 1;2025-03-01;-72
CJBAME-00076;Almacen Punto de Ventas 1;2025-05-01;84
CJBAME-00078;Almacen Central;2024-10-01;59
CJBAME-00078;Almacen Central;2025-01-01;-69
CJBAME-00078;Almacen Punto de Venta 2;2023-06-01;-100
CJBAME-00078;Almacen Punto de Ventas 1;2022-09-01;-64
CJBAME-00078;Almacen Punto de Ventas 1;2025-03-01;-99
CJBAME-00079;Almacen Punto de Venta 2;2022-10-01;-26
CJBAME-00079;Almacen Punto de Ventas 1;2024-11-01;-62
CJBAME-00080;Almacen Central;2023-11-01;-32
CJBAME-00080;Almacen Punto de Venta 2;2022-07-01;66
CJBAME-00080;Almacen Punto de Ventas 1;2021-11-01;-5
CJBAME-00081;Almacen Central;2024-08-01;-78
CJBAME-00081;Almacen Central;2025-02-01;89
CJBAME-00081;Almacen Punto de Venta 2;2020-08-01;-77
CJBAME-00081;Almacen Punto de Venta 2;2020-10-01;-57
CJBAME-00081;Almacen Punto de Ventas 1;2020-08-01;-49
CJBAME-00081;Almacen Punto de Ventas 1;2023-06-01;-99
CJBAME-00082;Almacen Punto de Ventas 1;2022-02-01;79
CJBAME-00082;Almacen Punto de Ventas 1;2025-10-01;-21
CJBAME-00083;Almacen Punto de Venta 2;2023-03-01;-69
CJBAME-00083;Almacen Punto de Ventas 1;2022-04-01;-88
CJBAME-00084;Almacen Central;2025-10-01;-38
CJBAME-00084;Almacen Punto de Venta 2;2022-01-01;-20
CJBAME-00084;Almacen Punto de Venta 2;2022-06-01;-24
CJBAME-00084;Almacen Punto de Venta 2;2024-09-01;-90
CJBAME-00084;Almacen Punto de Ventas 1;2023-03-01;-53
CJBAME-00085;Almacen Central;2024-01-01;-30
CJBAME-00085;Almacen Punto de Venta 2;2023-01-01;-15
CJBAME-00085;Almacen Punto de Venta 2;2025-02-01;-21
CJBAME-00085;Almacen Punto de Venta 2;2025-11-01;93
CJBAME-00085;Almacen Punto de Ventas 1;2021-06-01;-34
CJBAME-00085;Almacen Punto de Ventas 1;2024-07-01;92
CJBAME-00086;Almacen Punto de Ventas 1;2020-09-01;-11
CJBAME-00086;Almacen Punto de Ventas 1;2020-11-01;-14
CJBAME-00087;Almacen Central;2020-02-01;-39
CJBAME-00087;Almacen Central;2024-03-01;-13
CJBAME-00087;Almacen Punto de Venta 2;2021-07-01;-53
CJBAME-00087;Almacen Punto de Venta 2;2021-09-01;-5
CJBAME-00088;Almacen Central;2021-02-01;-31
CJBAME-00088;Almacen Punto de Venta 2;2020-02-01;-35
CJBAME-00088;Almacen Punto de Venta 2;2025-09-01;-2
CJBAME-00088;Almacen Punto de Ventas 1;2022-12-01;-35
CJBAME-00088;Almacen Punto de Ventas 1;2024-04-01;-77
CJBAME-00089;Almacen Central;2023-01-01;97
CJBAME-00089;Almacen Punto de Venta 2;2020-08-01;-92
CJBAME-00089;Almacen Punto de Venta 2;2022-08-01;51
CJBAME-00089;Almacen Punto de Venta 2;2025-07-01;-67
CJBAME-00090;Almacen Central;2024-12-01;60
CJBAME-00090;Almacen Punto de Venta 2;2021-07-01;3
CJBAME-00090;Almacen Punto de Venta 2;2022-11-01;-50
CJBAME-00090;Almacen Punto de Venta 2;2024-05-01;-27
CJBAME-00090;Almacen Punto de Ventas 1;2020-04-01;90
CJBAME-00091;Almacen Central;2025-06-01;-65
CJBAME-00091;Almacen Punto de Venta 2;2020-01-01;-14
CJBAME-00091;Almacen Punto de Venta 2;2022-07-01;-59
CJBAME-00092;Almacen Central;2020-07-01;-58
CJBAME-00092;Almacen Central;2020-08-01;-41
CJBAME-00093;Almacen Central;2021-09-01;-31
CJBAME-00093;Almacen Central;2025-04-01;-80
CJBAME-00093;Almacen Punto de Ventas 1;2020-11-01;-26
CJBAME-00093;Almacen Punto de Ventas 1;2022-08-01;-81
CJBAME-00094;Almacen Central;2020-11-01;-87
CJBAME-00094;Almacen Punto de Venta 2;2025-09-01;-72
CJBAME-00094;Almacen Punto de Ventas 1;2021-02-01;-35
CJBAME-00095;Almacen Central;2022-05-01;-74
CJBAME-00095;Almacen Punto de Ventas 1;2022-10-01;-88
CJBAME-00096;Almacen Central;2023-12-01;-18
CJBAME-00096;Almacen Central;2025-06-01;61
CJBAME-00096;Almacen Central;2025-10-01;-45
CJBAME-00097;Almacen Central;2023-01-01;-86
CJBAME-00097;Almacen Punto de Venta 2;2021-06-01;-87
CJBAME-00097;Almacen Punto de Venta 2;2024-04-01;64
CJBAME-00098;Almacen Central;2021-07-01;-36
CJBAME-00098;Almacen Punto de Ventas 1;2021-12-01;-7
CJBAME-00098;Almacen Punto de Ventas 1;2022-11-01;-33
CJBAME-00099;Almacen Punto de Venta 2;2020-07-01;-88
CJBAME-00099;Almacen Punto de Venta 2;2021-11-01;-59
CJBAME-00099;Almacen Punto de Venta 2;2022-02-01;3
CJBAME-00099;Almacen Punto de Venta 2;2023-06-01;-34
CJBAME-00099;Almacen Punto de Venta 2;2025-02-01;-39
CJBAME-00099;Almacen Punto de Ventas 1;2022-05-01;-45
CJBAME-00100;Almacen Punto de Venta 2;2023-12-01;96
CJBAME-00100;Almacen Punto de Venta 2;2024-11-01;-80
CJBAME-00100;Almacen Punto de Ventas 1;2023-12-01;-3
CJBAME-00101;Almacen Central;2021-02-01;-22
CJBAME-00101;Almacen Central;2023-05-01;-94
CJBAME-00101;Almacen Punto de Ventas 1;2022-11-01;22
CJBAME-00102;Almacen Central;2020-04-01;-8
CJBAME-00102;Almacen Central;2022-01-01;49
CJBAME-00102;Almacen Central;2022-10-01;-42
CJBAME-00102;Almacen Punto de Ventas 1;2021-05-01;-80
CJBAME-00103;Almacen Central;2020-06-01;78
CJBAME-00103;Almacen Central;2024-09-01;76
CJBAME-00103;Almacen Punto de Venta 2;2024-05-01;-24
CJBAME-00104;Almacen Central;2025-08-01;49
CJBAME-00104;Almacen Punto de Venta 2;2025-07-01;-48
CJBAME-00104;Almacen Punto de Ventas 1;2025-01-01;-47
CJBAME-00105;Almacen Central;2023-04-01;-43
CJBAME-00105;Almacen Punto de Venta 2;2021-10-01;55
CJBAME-00105;Almacen Punto de Ventas 1;2020-10-01;-42
CJBAME-00105;Almacen Punto de Ventas 1;2021-08-01;18
CJBAME-00105;Almacen Punto de Ventas 1;2021-11-01;-94
CJBAME-00105;Almacen Punto de Ventas 1;2022-06-01;-93
CJBAME-00105;Almacen Punto de Ventas 1;2022-09-01;-68
CJBAME-00105;Almacen Punto de Ventas 1;2023-10-01;-99
CJBAME-00106;Almacen Punto de Ventas 1;2024-08-01;-90
CJBAME-00107;Almacen Punto de Ventas 1;2024-08-01;-51
CJBAME-00108;Almacen Central;2021-05-01;32
CJBAME-00108;Almacen Central;2023-10-01;-88
CJBAME-00108;Almacen Central;2024-03-01;-20
CJBAME-00108;Almacen Central;2024-06-01;-13
CJBAME-00109;Almacen Central;2025-02-01;-12
CJBAME-00109;Almacen Central;2025-03-01;48
CJBAME-00109;Almacen Punto de Ventas 1;2020-04-01;-50
CJBAME-00109;Almacen Punto de Ventas 1;2022-04-01;-93
CJBAME-00110;Almacen Central;2021-04-01;50
CJBAME-00110;Almacen Punto de Venta 2;2023-01-01;-42
CJBAME-00110;Almacen Punto de Venta 2;2025-09-01;-97
CJBAME-00110;Almacen Punto de Ventas 1;2023-12-01;-74
CJBAME-00110;Almacen Punto de Ventas 1;2024-04-01;-54
CJBAME-00110;Almacen Punto de Ventas 1;2025-01-01;3
CJBAME-00111;Almacen Central;2022-01-01;-68
CJBAME-00111;Almacen Central;2023-01-01;-46
CJBAME-00112;Almacen Central;2020-07-01;-94
CJBAME-00112;Almacen Central;2020-09-01;62
CJBAME-00112;Almacen Central;2020-12-01;-73
CJBAME-00112;Almacen Central;2021-04-01;-44
CJBAME-00112;Almacen Punto de Ventas 1;2021-03-01;-90
CJBAME-00113;Almacen Central;2020-04-01;40
CJBAME-00113;Almacen Central;2024-04-01;-19
CJBAME-00113;Almacen Central;2025-07-01;-26
CJBAME-00114;Almacen Central;2025-10-01;-44
CJBAME-00114;Almacen Punto de Ventas 1;2024-07-01;-92
CJBAME-00115;Almacen Central;2024-05-01;9
CJBAME-00115;Almacen Central;2024-12-01;42
CJBAME-00115;Almacen Punto de Venta 2;2023-05-01;-55
CJBAME-00115;Almacen Punto de Ventas 1;2025-01-01;-26
CJBAME-00116;Almacen Central;2022-07-01;39
CJBAME-00117;Almacen Central;2023-03-01;-4
CJBAME-00117;Almacen Punto de Venta 2;2021-02-01;-20
CJBAME-00117;Almacen Punto de Venta 2;2022-08-01;-10
CJBAME-00117;Almacen Punto de Venta 2;2023-03-01;-20
CJBAME-00117;Almacen Punto de Ventas 1;2021-09-01;-83
CJBAME-00117;Almacen Punto de Ventas 1;2025-04-01;85
CJBAME-00118;Almacen Punto de Ventas 1;2021-12-01;-54
CJBAME-00118;Almacen Punto de Ventas 1;2023-05-01;-6
CJBAME-00119;Almacen Central;2024-08-01;-99
CJBAME-00120;Almacen Central;2020-11-01;97
CJBAME-00120;Almacen Central;2022-02-01;-59
CJBAME-00120;Almacen Central;2022-07-01;-51
CJBAME-00120;Almacen Central;2025-11-01;-34
CJBAME-00120;Almacen Punto de Venta 2;2023-01-01;-23
CJBAME-00120;Almacen Punto de Venta 2;2023-09-01;4
CJBAME-00120;Almacen Punto de Venta 2;2023-10-01;-4
CJBAME-00120;Almacen Punto de Ventas 1;2023-03-01;32
CJBAME-00121;Almacen Central;2020-09-01;-99
CJBAME-00121;Almacen Central;2023-09-01;6
CJBAME-00121;Almacen Central;2024-08-01;-94
CJBAME-00121;Almacen Central;2025-11-01;-100
CJBAME-00121;Almacen Punto de Venta 2;2023-02-01;-80
CJBAME-00121;Almacen Punto de Venta 2;2023-04-01;-88
CJBAME-00121;Almacen Punto de Ventas 1;2023-06-01;-36
CJBAME-00121;Almacen Punto de Ventas 1;2025-05-01;40
CJBAME-00121;Almacen Punto de Ventas 1;2025-12-01;51
CJBAME-00122;Almacen Central;2021-07-01;-8
CJBAME-00122;Almacen Central;2024-01-01;-25
CJBAME-00122;Almacen Punto de Venta 2;2024-02-01;-51
CJBAME-00122;Almacen Punto de Venta 2;2025-03-01;-85
CJBAME-00123;Almacen Central;2022-08-01;-83
CJBAME-00123;Almacen Punto de Venta 2;2021-04-01;-85
CJBAME-00123;Almacen Punto de Venta 2;2021-12-01;-16
CJBAME-00123;Almacen Punto de Ventas 1;2025-04-01;-27
CJBAME-00124;Almacen Punto de Ventas 1;2022-09-01;-73
CJBAME-00125;Almacen Central;2022-05-01;-78
CJBAME-00125;Almacen Punto de Venta 2;2020-03-01;-10
CJBAME-00125;Almacen Punto de Venta 2;2022-02-01;-47
CJBAME-00125;Almacen Punto de Ventas 1;2022-04-01;-69
CJBAME-00126;Almacen Central;2023-10-01;-78
CJBAME-00126;Almacen Central;2025-06-01;-18
CJBAME-00126;Almacen Central;2025-09-01;-12
CJBAME-00127;Almacen Punto de Venta 2;2024-10-01;-71
CJBAME-00128;Almacen Central;2020-07-01;-20
CJBAME-00128;Almacen Central;2023-03-01;-78
CJBAME-00129;Almacen Central;2024-01-01;-4
CJBAME-00129;Almacen Punto de Venta 2;2023-07-01;-39
CJBAME-00129;Almacen Punto de Venta 2;2023-12-01;-48
CJBAME-00129;Almacen Punto de Ventas 1;2022-11-01;46
CJBAME-00130;Almacen Central;2021-12-01;-27
CJBAME-00130;Almacen Central;2024-05-01;-70
CJBAME-00130;Almacen Punto de Venta 2;2023-02-01;-58
CJBAME-00130;Almacen Punto de Ventas 1;2023-06-01;-23
CJBAME-00130;Almacen Punto de Ventas 1;2025-06-01;-5
CJBAME-00131;Almacen Central;2024-10-01;-43
CJBAME-00131;Almacen Punto de Ventas 1;2020-01-01;-75
CJBAME-00131;Almacen Punto de Ventas 1;2024-10-01;85
CJBAME-00132;Almacen Central;2022-01-01;-59
CJBAME-00132;Almacen Central;2022-06-01;-47
CJBAME-00132;Almacen Central;2023-03-01;-51
CJBAME-00133;Almacen Punto de Venta 2;2021-05-01;-95
CJBAME-00133;Almacen Punto de Ventas 1;2021-02-01;-66
CJBAME-00133;Almacen Punto de Ventas 1;2024-10-01;-43
CJBAME-00133;Almacen Punto de Ventas 1;2024-11-01;-86
CJBAME-00134;Almacen Central;2023-04-01;-33
CJBAME-00134;Almacen Punto de Venta 2;2020-10-01;-35
CJBAME-00134;Almacen Punto de Ventas 1;2020-01-01;-80
CJBAME-00134;Almacen Punto de Ventas 1;2021-03-01;-8
CJBAME-00135;Almacen Central;2025-08-01;-91
CJBAME-00136;Almacen Central;2021-12-01;10
CJBAME-00136;Almacen Central;2022-08-01;-90
CJBAME-00136;Almacen Central;2025-04-01;-71
CJBAME-00136;Almacen Punto de Ventas 1;2024-07-01;-93
CJBAME-00137;Almacen Central;2023-02-01;-90
CJBAME-00137;Almacen Punto de Venta 2;2020-02-01;29
CJBAME-00137;Almacen Punto de Venta 2;2023-11-01;100
CJBAME-00137;Almacen Punto de Ventas 1;2023-03-01;-38
CJBAME-00137;Almacen Punto de Ventas 1;2025-08-01;82
CJBAME-00138;Almacen Central;2023-01-01;-15
CJBAME-00138;Almacen Central;2023-11-01;22
CJBAME-00138;Almacen Central;2025-07-01;-49
CJBAME-00138;Almacen Punto de Venta 2;2020-05-01;-17
CJBAME-00138;Almacen Punto de Venta 2;2023-09-01;-84
CJBAME-00138;Almacen Punto de Ventas 1;2021-11-01;-19
CJBAME-00139;Almacen Central;2022-07-01;91
CJBAME-00139;Almacen Punto de Venta 2;2022-03-01;-92
CJBAME-00139;Almacen Punto de Ventas 1;2022-01-01;96
CJBAME-00139;Almacen Punto de Ventas 1;2023-01-01;-26
CJBAME-00139;Almacen Punto de Ventas 1;2023-12-01;-65
CJBAME-00140;Almacen Central;2025-06-01;-29
CJBAME-00140;Almacen Central;2025-10-01;-26
CJBAME-00141;Almacen Punto de Venta 2;2023-11-01;-88
CJBAME-00141;Almacen Punto de Ventas 1;2020-01-01;-56
CJBAME-00142;Almacen Central;2020-09-01;-29
CJBAME-00142;Almacen Central;2020-12-01;-15
CJBAME-00142;Almacen Central;2022-03-01;-55
CJBAME-00143;Almacen Central;2022-02-01;-40
CJBAME-00143;Almacen Punto de Ventas 1;2021-02-01;-96
CJBAME-00143;Almacen Punto de Ventas 1;2022-08-01;-85
CJBAME-00143;Almacen Punto de Ventas 1;2023-05-01;-91
CJBAME-00144;Almacen Central;2020-05-01;-54
CJBAME-00144;Almacen Central;2025-04-01;-88
CJBAME-00144;Almacen Punto de Venta 2;2022-05-01;-63
CJBAME-00144;Almacen Punto de Ventas 1;2023-05-01;-10
CJBAME-00145;Almacen Central;2022-07-01;66
CJBAME-00145;Almacen Central;2024-01-01;48
CJBAME-00145;Almacen Punto de Venta 2;2020-06-01;-67
CJBAME-00145;Almacen Punto de Ventas 1;2021-05-01;-99
CJBAME-00146;Almacen Central;2024-01-01;-19
CJBAME-00146;Almacen Punto de Venta 2;2021-06-01;79
CJBAME-00146;Almacen Punto de Ventas 1;2023-08-01;-77
CJBAME-00147;Almacen Central;2020-04-01;-82
CJBAME-00147;Almacen Central;2024-10-01;-58
CJBAME-00147;Almacen Central;2024-12-01;44
CJBAME-00147;Almacen Punto de Ventas 1;2022-03-01;-27
CJBAME-00147;Almacen Punto de Ventas 1;2025-09-01;-18
CJBAME-00148;Almacen Central;2020-11-01;-3
CJBAME-00148;Almacen Central;2021-06-01;-60
CJBAME-00148;Almacen Punto de Ventas 1;2021-03-01;-5
CJBAME-00148;Almacen Punto de Ventas 1;2025-04-01;-72
CJBAME-00149;Almacen Central;2024-06-01;-10
CJBAME-00149;Almacen Punto de Venta 2;2020-11-01;-79
CJBAME-00149;Almacen Punto de Venta 2;2025-02-01;8
CJBAME-00149;Almacen Punto de Ventas 1;2025-12-01;-25
CJBAME-00150;Almacen Central;2023-03-01;21
CJBAME-00150;Almacen Punto de Venta 2;2024-10-01;-82
CJBAME-00150;Almacen Punto de Ventas 1;2021-03-01;-76
CJBAME-00150;Almacen Punto de Ventas 1;2023-09-01;-93
CJBAME-00150;Almacen Punto de Ventas 1;2025-06-01;-24
CJBAME-00151;Almacen Punto de Venta 2;2023-06-01;-14
CJBAME-00151;Almacen Punto de Venta 2;2024-04-01;-2
CJBAME-00151;Almacen Punto de Ventas 1;2022-09-01;-66
CJBAME-00151;Almacen Punto de Ventas 1;2023-06-01;-71
CJBAME-00152;Almacen Central;2021-11-01;-45
CJBAME-00152;Almacen Punto de Ventas 1;2020-05-01;12
CJBAME-00153;Almacen Central;2024-07-01;94
CJBAME-00153;Almacen Central;2024-10-01;-71
CJBAME-00153;Almacen Punto de Venta 2;2021-08-01;-52
CJBAME-00154;Almacen Punto de Venta 2;2023-04-01;-30
CJBAME-00154;Almacen Punto de Venta 2;2025-09-01;-21
CJBAME-00154;Almacen Punto de Ventas 1;2021-03-01;-96
CJBAME-00154;Almacen Punto de Ventas 1;2021-04-01;-30
CJBAME-00154;Almacen Punto de Ventas 1;2022-07-01;-81
CJBAME-00155;Almacen Punto de Venta 2;2025-07-01;-56
CJBAME-00155;Almacen Punto de Ventas 1;2021-06-01;-7
CJBAME-00155;Almacen Punto de Ventas 1;2023-04-01;-20
CJBAME-00156;Almacen Central;2020-11-01;-96
CJBAME-00156;Almacen Punto de Venta 2;2020-03-01;-61
CJBAME-00156;Almacen Punto de Venta 2;2020-06-01;-51
CJBAME-00156;Almacen Punto de Venta 2;2020-12-01;-78
CJBAME-00156;Almacen Punto de Venta 2;2023-07-01;18
CJBAME-00156;Almacen Punto de Ventas 1;2023-05-01;-76
CJBAME-00157;Almacen Punto de Venta 2;2020-11-01;-94
CJBAME-00157;Almacen Punto de Venta 2;2021-10-01;-54
CJBAME-00158;Almacen Central;2023-03-01;-54
CJBAME-00158;Almacen Central;2025-09-01;-100
CJBAME-00159;Almacen Central;2020-06-01;-61
CJBAME-00159;Almacen Punto de Venta 2;2023-07-01;39
CJBAME-00159;Almacen Punto de Ventas 1;2023-03-01;-46
CJBAME-00159;Almacen Punto de Ventas 1;2025-02-01;91
CJBAME-00160;Almacen Central;2025-05-01;-67
CJBAME-00160;Almacen Punto de Venta 2;2022-11-01;-89
CJBAME-00160;Almacen Punto de Venta 2;2023-11-01;78
CJBAME-00160;Almacen Punto de Venta 2;2024-10-01;-77
CJBAME-00160;Almacen Punto de Ventas 1;2025-03-01;-75
CJBAME-00161;Almacen Central;2020-02-01;79
CJBAME-00161;Almacen Punto de Ventas 1;2022-10-01;-50
CJBAME-00162;Almacen Central;2022-05-01;-97
CJBAME-00162;Almacen Central;2024-11-01;-86
CJBAME-00162;Almacen Punto de Venta 2;2022-08-01;-35
CJBAME-00162;Almacen Punto de Venta 2;2023-04-01;-97
CJBAME-00162;Almacen Punto de Venta 2;2024-03-01;89
CJBAME-00162;Almacen Punto de Ventas 1;2021-07-01;-66
CJBAME-00163;Almacen Punto de Venta 2;2022-09-01;-28
CJBAME-00163;Almacen Punto de Venta 2;2022-12-01;-67
CJBAME-00163;Almacen Punto de Venta 2;2023-07-01;94
CJBAME-00163;Almacen Punto de Venta 2;2025-09-01;27
CJBAME-00163;Almacen Punto de Ventas 1;2021-04-01;28
CJBAME-00163;Almacen Punto de Ventas 1;2022-04-01;5
CJBAME-00163;Almacen Punto de Ventas 1;2025-08-01;-65
CJBAME-00164;Almacen Central;2024-02-01;-27
CJBAME-00164;Almacen Central;2024-10-01;23
CJBAME-00164;Almacen Punto de Venta 2;2025-05-01;11
CJBAME-00164;Almacen Punto de Ventas 1;2023-08-01;-30
CJBAME-00164;Almacen Punto de Ventas 1;2024-08-01;-13
CJBAME-00165;Almacen Punto de Venta 2;2020-10-01;37
CJBAME-00165;Almacen Punto de Venta 2;2024-08-01;-31
CJBAME-00165;Almacen Punto de Venta 2;2025-08-01;-89
CJBAME-00165;Almacen Punto de Ventas 1;2023-09-01;20
CJBAME-00166;Almacen Central;2021-10-01;-93
CJBAME-00166;Almacen Central;2022-10-01;-72
CJBAME-00166;Almacen Central;2024-01-01;-34
CJBAME-00166;Almacen Central;2025-05-01;-92
CJBAME-00166;Almacen Punto de Venta 2;2020-07-01;-58
CJBAME-00166;Almacen Punto de Ventas 1;2020-11-01;-77
CJBAME-00166;Almacen Punto de Ventas 1;2022-08-01;49
CJBAME-00166;Almacen Punto de Ventas 1;2023-07-01;-50
CJBAME-00167;Almacen Central;2020-03-01;15
CJBAME-00167;Almacen Central;2022-10-01;-100
CJBAME-00168;Almacen Punto de Venta 2;2020-09-01;-43
CJBAME-00168;Almacen Punto de Ventas 1;2025-07-01;-87
CJBAME-00169;Almacen Punto de Venta 2;2020-05-01;-24
CJBAME-00169;Almacen Punto de Venta 2;2020-12-01;-69
CJBAME-00169;Almacen Punto de Venta 2;2021-09-01;30
CLV-00001;Almacen Punto de Venta 2;2025-03-01;-86
CLV-00001;Almacen Punto de Ventas 1;2024-07-01;-54
CLV-00001;Almacen Punto de Ventas 1;2025-10-01;72
CLV-00001;Almacen Punto de Ventas 1;2025-11-01;33
CMT-00001;Almacen Central;2020-06-01;-42
CMT-00001;Almacen Central;2025-03-01;-42
CMT-00001;Almacen Punto de Ventas 1;2024-12-01;-59
COC-00001;Almacen Punto de Ventas 1;2022-01-01;-71
COC-00002;Almacen Central;2024-08-01;-83
COC-00002;Almacen Central;2025-05-01;62
COC-00002;Almacen Punto de Venta 2;2022-07-01;49
COC-00002;Almacen Punto de Venta 2;2023-06-01;-32
COC-00002;Almacen Punto de Ventas 1;2025-11-01;71
COC-00003;Almacen Central;2024-03-01;99
COC-00003;Almacen Punto de Venta 2;2020-08-01;-39
COC-00003;Almacen Punto de Venta 2;2023-02-01;-42
COC-00003;Almacen Punto de Venta 2;2025-03-01;43
